"","unlist(as_list(l))"
"1525","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1526","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1527","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1528","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1529","http://www.poczta.fm/kartkifm/"
"1530","http://turystyka.interia.pl/id/bazy/bot1"
"1531","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1532","http://motoryzacja.interia.pl/id/motoporadnik"
"1533","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1534","http://www.interia.pl/wap/"
"1535","http://tv.interia.pl"
"1536","http://www.interia.pl/onas/?txt=info"
"1537","http://www.interia.pl/onas/?txt=kontakt"
"1538","http://www.interia.pl/onas/?txt=reklama"
"1539","http://www.interia.pl/onas/?txt=prasa"
"1540","http://www.interia.pl/onas/?txt=praca"
"1541","http://www.interia.pl/onas/?txt=prawa"
"1542","http://tv.interia.pl"
"1543","http://www.interia.pl/onas/?txt=opinie"
"1544","http://ad.interia.pl/go/?id=285&str=9&msc=1&podstr=main&go=http://www.interia.pl/dzienmatki/"
"1545","http://pogoda.interia.pl"
"1546","http://www.poczta.fm/kartkifm/"
"1547","http://wiadomosci.interia.pl"
"1548","http://biznes.interia.pl"
"1549","http://motoryzacja.interia.pl"
"1550","http://kobieta.interia.pl"
"1551","http://komputery.interia.pl"
"1552","http://gry.interia.pl"
"1553","http://turystyka.interia.pl"
"1554","http://rozrywka.interia.pl"
"1555","http://katalog.interia.pl"
"1556","/l/z"
"1557","pomoc2.html"
"1558","index.html"
"1559","kategorie.html?kl=16"
"1560","tresc.html?kk=1057&kl=16"
"1561","tresc.html?kk=1064&kl=16"
"1562","tresc.html?kk=1058&kl=16"
"1563","tresc.html?kk=1065&kl=16"
"1564","tresc.html?kk=1059&kl=16"
"1565","tresc.html?kk=1066&kl=16"
"1566","tresc.html?kk=1060&kl=16"
"1567","tresc.html?kk=1067&kl=16"
"1568","tresc.html?kk=1061&kl=16"
"1569","tresc.html?kk=1068&kl=16"
"1570","tresc.html?kk=1062&kl=16"
"1571","tresc.html?kk=1069&kl=16"
"1572","tresc.html?kk=1063&kl=16"
"1573","tresc.html?kk=1070&kl=16"
"1574","http://www.interia.pl/"
"1575","http://poczta.interia.pl/"
"1576","http://www.poczta.fm/"
"1577","http://gry.interia.pl/"
"1578","http://komputery.interia.pl/"
"1579","http://www.hackworld.prv.pl/"
"1580","http://sierp.tc.pl/"
"1581","http://cashserwis.iq.pl/"
"1582","http://www.moneysite.w.pl/"
"1583","http://www.acton.alpha.pl/webmaster/"
"1584","url.html?kl=16&kp=819&kk=819&nr_paczki=2&nr_strony=0"
"1585","url.html?kl=16&kp=819&kk=819&nr_paczki=3&nr_strony=0"
"1586","url.html?kl=16&kp=819&kk=819&nr_paczki=4&nr_strony=0"
"1587","url.html?kl=16&kp=819&kk=819&nr_paczki=5&nr_strony=0"
"1588","url.html?kl=16&kp=819&kk=819&nr_paczki=6&nr_strony=0"
"1589","url.html?kl=16&kp=819&kk=819&nr_paczki=7&nr_strony=0"
"1590","url.html?kl=16&kp=819&kk=819&nr_paczki=8&nr_strony=0"
"1591","url.html?kl=16&kp=819&kk=819&nr_paczki=9&nr_strony=0"
"1592","url.html?kl=16&kp=819&kk=819&nr_paczki=10&nr_strony=0"
"1593","url.html?kl=16&kp=819&kk=819&nr_paczki=11&nr_strony=0"
"1594","url.html?kl=16&kp=819&kk=819&nr_paczki=12&nr_strony=0"
"1595","url.html?kl=16&kp=819&kk=819&nr_paczki=13&nr_strony=0"
"1596","url.html?kl=16&kp=819&kk=819&nr_paczki=14&nr_strony=0"
"1597","url.html?kl=16&kp=819&kk=819&nr_paczki=15&nr_strony=0"
"1598","url.html?kl=16&kp=819&kk=819&nr_paczki=16&nr_strony=0"
"1599","url.html?kl=16&kp=819&kk=819&nr_paczki=17&nr_strony=0"
"1600","url.html?kl=16&kp=819&kk=819&nr_paczki=18&nr_strony=0"
"1601","url.html?kl=16&kp=819&kk=819&nr_paczki=19&nr_strony=0"
"1602","http://biznes.interia.pl/main/info.html?nid=6335"
"1603","http://biznes.interia.pl/main/info.html?nid=6331"
"1604","http://motoryzacja.interia.pl/id/targi/bangkok"
"1605","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1606","http://kobieta.interia.pl/id/chwila/chinski"
"1607","http://kobieta.interia.pl/id/dom/mieszkanie"
"1608","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1609","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1610","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1611","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1612","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1613","http://rozrywka.interia.pl/id/crans/index"
"1614","http://komputery.interia.pl/id/gt/www/gt1"
"1615","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1616","http://pogoda.interia.pl"
"1617","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1618","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1619","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1620","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1621","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1622","http://www.poczta.fm/kartkifm/"
"1623","http://turystyka.interia.pl/id/bazy/bot1"
"1624","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1625","http://motoryzacja.interia.pl/id/motoporadnik"
"1626","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1627","http://www.interia.pl/wap/"
"1628","http://tv.interia.pl"
"1629","http://www.interia.pl/onas/?txt=info"
"1630","http://www.interia.pl/onas/?txt=kontakt"
"1631","http://www.interia.pl/onas/?txt=reklama"
"1632","http://www.interia.pl/onas/?txt=prasa"
"1633","http://www.interia.pl/onas/?txt=praca"
"1634","http://www.interia.pl/onas/?txt=prawa"
"1635","http://tv.interia.pl"
"1636","http://www.interia.pl/onas/?txt=opinie"
"1637","http://ad.interia.pl/go/?id=285&str=9&msc=1&podstr=main&go=http://www.interia.pl/dzienmatki/"
"1638","http://pogoda.interia.pl"
"1639","http://www.poczta.fm/kartkifm/"
"1640","http://wiadomosci.interia.pl"
"1641","http://biznes.interia.pl"
"1642","http://motoryzacja.interia.pl"
"1643","http://kobieta.interia.pl"
"1644","http://komputery.interia.pl"
"1645","http://gry.interia.pl"
"1646","http://turystyka.interia.pl"
"1647","http://rozrywka.interia.pl"
"1648","http://katalog.interia.pl"
"1649","/l/z"
"1650","pomoc2.html"
"1651","index.html"
"1652","kategorie.html?kl=24"
"1653","http://rozrywka.interia.pl/"
"1654","http://priv6.onet.pl/kra/pan_mateusz/"
"1655","http://www.promail.pl/~joker007/"
"1656","http://humorek.cjb.net/"
"1657","http://www.lo3.zabrze.pl/~michalp/"
"1658","http://www.alejaja.prv.pl/"
"1659","http://www.alosza.pl/"
"1660","http://www.humorek.of.pl/"
"1661","http://strony2.wp.pl/wp/tommy_r/"
"1662","http://bg.wp.pl/"
"1663","url.html?kl=24&kp=770&kk=770&nr_paczki=2&nr_strony=0"
"1664","url.html?kl=24&kp=770&kk=770&nr_paczki=3&nr_strony=0"
"1665","url.html?kl=24&kp=770&kk=770&nr_paczki=4&nr_strony=0"
"1666","url.html?kl=24&kp=770&kk=770&nr_paczki=5&nr_strony=0"
"1667","url.html?kl=24&kp=770&kk=770&nr_paczki=6&nr_strony=0"
"1668","url.html?kl=24&kp=770&kk=770&nr_paczki=7&nr_strony=0"
"1669","url.html?kl=24&kp=770&kk=770&nr_paczki=8&nr_strony=0"
"1670","url.html?kl=24&kp=770&kk=770&nr_paczki=9&nr_strony=0"
"1671","url.html?kl=24&kp=770&kk=770&nr_paczki=10&nr_strony=0"
"1672","url.html?kl=24&kp=770&kk=770&nr_paczki=11&nr_strony=0"
"1673","url.html?kl=24&kp=770&kk=770&nr_paczki=12&nr_strony=0"
"1674","http://biznes.interia.pl/main/info.html?nid=6345"
"1675","http://biznes.interia.pl/main/info.html?nid=6331"
"1676","http://motoryzacja.interia.pl/id/targi/bangkok"
"1677","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1678","http://kobieta.interia.pl/id/chwila/chinski"
"1679","http://kobieta.interia.pl/id/dom/mieszkanie"
"1680","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1681","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1682","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1683","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1684","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1685","http://rozrywka.interia.pl/id/crans/index"
"1686","http://komputery.interia.pl/id/gt/www/gt1"
"1687","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1688","http://pogoda.interia.pl"
"1689","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1690","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1691","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1692","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1693","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1694","http://www.poczta.fm/kartkifm/"
"1695","http://turystyka.interia.pl/id/bazy/bot1"
"1696","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1697","http://motoryzacja.interia.pl/id/motoporadnik"
"1698","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1699","http://www.interia.pl/wap/"
"1700","http://tv.interia.pl"
"1701","http://www.interia.pl/onas/?txt=info"
"1702","http://www.interia.pl/onas/?txt=kontakt"
"1703","http://www.interia.pl/onas/?txt=reklama"
"1704","http://www.interia.pl/onas/?txt=prasa"
"1705","http://www.interia.pl/onas/?txt=praca"
"1706","http://www.interia.pl/onas/?txt=prawa"
"1707","http://tv.interia.pl"
"1708","http://www.interia.pl/onas/?txt=opinie"
"1709","http://ad.interia.pl/go/?id=117&str=9&msc=1&podstr=main&go=http://rozrywka.interia.pl/id/testy/www/ankieta/psychostart"
"1710","http://pogoda.interia.pl"
"1711","http://www.poczta.fm/kartkifm/"
"1712","http://wiadomosci.interia.pl"
"1713","http://biznes.interia.pl"
"1714","http://motoryzacja.interia.pl"
"1715","http://kobieta.interia.pl"
"1716","http://komputery.interia.pl"
"1717","http://gry.interia.pl"
"1718","http://turystyka.interia.pl"
"1719","http://rozrywka.interia.pl"
"1720","http://katalog.interia.pl"
"1721","/l/z"
"1722","pomoc2.html"
"1723","index.html"
"1724","kategorie.html?kl=16"
"1725","tresc.html?kk=1057&kl=16"
"1726","tresc.html?kk=1064&kl=16"
"1727","tresc.html?kk=1058&kl=16"
"1728","tresc.html?kk=1065&kl=16"
"1729","tresc.html?kk=1059&kl=16"
"1730","tresc.html?kk=1066&kl=16"
"1731","tresc.html?kk=1060&kl=16"
"1732","tresc.html?kk=1067&kl=16"
"1733","tresc.html?kk=1061&kl=16"
"1734","tresc.html?kk=1068&kl=16"
"1735","tresc.html?kk=1062&kl=16"
"1736","tresc.html?kk=1069&kl=16"
"1737","tresc.html?kk=1063&kl=16"
"1738","tresc.html?kk=1070&kl=16"
"1739","http://www.interia.pl/"
"1740","http://poczta.interia.pl/"
"1741","http://www.poczta.fm/"
"1742","http://gry.interia.pl/"
"1743","http://komputery.interia.pl/"
"1744","http://www.hackworld.prv.pl/"
"1745","http://sierp.tc.pl/"
"1746","http://cashserwis.iq.pl/"
"1747","http://www.moneysite.w.pl/"
"1748","http://www.acton.alpha.pl/webmaster/"
"1749","url.html?kl=16&kp=819&kk=819&nr_paczki=2&nr_strony=0"
"1750","url.html?kl=16&kp=819&kk=819&nr_paczki=3&nr_strony=0"
"1751","url.html?kl=16&kp=819&kk=819&nr_paczki=4&nr_strony=0"
"1752","url.html?kl=16&kp=819&kk=819&nr_paczki=5&nr_strony=0"
"1753","url.html?kl=16&kp=819&kk=819&nr_paczki=6&nr_strony=0"
"1754","url.html?kl=16&kp=819&kk=819&nr_paczki=7&nr_strony=0"
"1755","url.html?kl=16&kp=819&kk=819&nr_paczki=8&nr_strony=0"
"1756","url.html?kl=16&kp=819&kk=819&nr_paczki=9&nr_strony=0"
"1757","url.html?kl=16&kp=819&kk=819&nr_paczki=10&nr_strony=0"
"1758","url.html?kl=16&kp=819&kk=819&nr_paczki=11&nr_strony=0"
"1759","url.html?kl=16&kp=819&kk=819&nr_paczki=12&nr_strony=0"
"1760","url.html?kl=16&kp=819&kk=819&nr_paczki=13&nr_strony=0"
"1761","url.html?kl=16&kp=819&kk=819&nr_paczki=14&nr_strony=0"
"1762","url.html?kl=16&kp=819&kk=819&nr_paczki=15&nr_strony=0"
"1763","url.html?kl=16&kp=819&kk=819&nr_paczki=16&nr_strony=0"
"1764","url.html?kl=16&kp=819&kk=819&nr_paczki=17&nr_strony=0"
"1765","url.html?kl=16&kp=819&kk=819&nr_paczki=18&nr_strony=0"
"1766","url.html?kl=16&kp=819&kk=819&nr_paczki=19&nr_strony=0"
"1767","http://biznes.interia.pl/main/info.html?nid=6335"
"1768","http://biznes.interia.pl/main/info.html?nid=6331"
"1769","http://motoryzacja.interia.pl/id/targi/bangkok"
"1770","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1771","http://kobieta.interia.pl/id/chwila/chinski"
"1772","http://kobieta.interia.pl/id/dom/mieszkanie"
"1773","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1774","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1775","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1776","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1777","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1778","http://rozrywka.interia.pl/id/crans/index"
"1779","http://komputery.interia.pl/id/gt/www/gt1"
"1780","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1781","http://pogoda.interia.pl"
"1782","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1783","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1784","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1785","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1786","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1787","http://www.poczta.fm/kartkifm/"
"1788","http://turystyka.interia.pl/id/bazy/bot1"
"1789","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1790","http://motoryzacja.interia.pl/id/motoporadnik"
"1791","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1792","http://www.interia.pl/wap/"
"1793","http://tv.interia.pl"
"1794","http://www.interia.pl/onas/?txt=info"
"1795","http://www.interia.pl/onas/?txt=kontakt"
"1796","http://www.interia.pl/onas/?txt=reklama"
"1797","http://www.interia.pl/onas/?txt=prasa"
"1798","http://www.interia.pl/onas/?txt=praca"
"1799","http://www.interia.pl/onas/?txt=prawa"
"1800","http://tv.interia.pl"
"1801","http://www.interia.pl/onas/?txt=opinie"
"1802","http://ad.interia.pl/go/?id=289&str=9&msc=1&podstr=main&go=http://www.bagatela.krakow.pl/spektakle/makbet.shtml"
"1803","http://pogoda.interia.pl"
"1804","http://www.poczta.fm/kartkifm/"
"1805","http://wiadomosci.interia.pl"
"1806","http://biznes.interia.pl"
"1807","http://motoryzacja.interia.pl"
"1808","http://kobieta.interia.pl"
"1809","http://komputery.interia.pl"
"1810","http://gry.interia.pl"
"1811","http://turystyka.interia.pl"
"1812","http://rozrywka.interia.pl"
"1813","http://katalog.interia.pl"
"1814","/l/z"
"1815","pomoc2.html"
"1816","index.html"
"1817","kategorie.html?kl=19"
"1818","tresc.html?kk=1135&kl=19"
"1819","tresc.html?kk=1144&kl=19"
"1820","tresc.html?kk=1136&kl=19"
"1821","tresc.html?kk=1145&kl=19"
"1822","tresc.html?kk=1137&kl=19"
"1823","tresc.html?kk=1146&kl=19"
"1824","tresc.html?kk=1138&kl=19"
"1825","tresc.html?kk=1148&kl=19"
"1826","tresc.html?kk=1492&kl=19"
"1827","tresc.html?kk=1149&kl=19"
"1828","tresc.html?kk=1139&kl=19"
"1829","tresc.html?kk=1477&kl=19"
"1830","tresc.html?kk=1140&kl=19"
"1831","tresc.html?kk=1150&kl=19"
"1832","tresc.html?kk=1141&kl=19"
"1833","tresc.html?kk=1151&kl=19"
"1834","tresc.html?kk=1142&kl=19"
"1835","tresc.html?kk=1152&kl=19"
"1836","tresc.html?kk=1147&kl=19"
"1837","tresc.html?kk=1153&kl=19"
"1838","tresc.html?kk=1143&kl=19"
"1839","tresc.html?kk=1475&kl=19"
"1840","http://www.adart.com.pl/"
"1841","http://www.gea.wroc.pl/"
"1842","http://www.atdv.com.pl/"
"1843","http://www.anonse.com.pl/"
"1844","http://zsb.wloc.ids.pl/awers/"
"1845","http://www.atm.com.pl/%7Ebrulion/"
"1846","http://www.bit-info.pl/"
"1847","http://www.freepress.org.pl/"
"1848","http://www.cinema.pl/"
"1849","http://www.batory.org.pl/katalog/"
"1850","url.html?kl=19&kp=833&kk=833&nr_paczki=2&nr_strony=0"
"1851","url.html?kl=19&kp=833&kk=833&nr_paczki=3&nr_strony=0"
"1852","url.html?kl=19&kp=833&kk=833&nr_paczki=4&nr_strony=0"
"1853","url.html?kl=19&kp=833&kk=833&nr_paczki=5&nr_strony=0"
"1854","http://biznes.interia.pl/main/info.html?nid=6345"
"1855","http://biznes.interia.pl/main/info.html?nid=6331"
"1856","http://motoryzacja.interia.pl/id/targi/bangkok"
"1857","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1858","http://kobieta.interia.pl/id/chwila/chinski"
"1859","http://kobieta.interia.pl/id/dom/mieszkanie"
"1860","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1861","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1862","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1863","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1864","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1865","http://rozrywka.interia.pl/id/crans/index"
"1866","http://komputery.interia.pl/id/gt/www/gt1"
"1867","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1868","http://pogoda.interia.pl"
"1869","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1870","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1871","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1872","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1873","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1874","http://www.poczta.fm/kartkifm/"
"1875","http://turystyka.interia.pl/id/bazy/bot1"
"1876","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1877","http://motoryzacja.interia.pl/id/motoporadnik"
"1878","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1879","http://www.interia.pl/wap/"
"1880","http://tv.interia.pl"
"1881","http://www.interia.pl/onas/?txt=info"
"1882","http://www.interia.pl/onas/?txt=kontakt"
"1883","http://www.interia.pl/onas/?txt=reklama"
"1884","http://www.interia.pl/onas/?txt=prasa"
"1885","http://www.interia.pl/onas/?txt=praca"
"1886","http://www.interia.pl/onas/?txt=prawa"
"1887","http://tv.interia.pl"
"1888","http://www.interia.pl/onas/?txt=opinie"
"1889","http://ad.interia.pl/go/?id=123&str=9&msc=1&podstr=main&go=http://motoryzacja.interia.pl/id/quiz"
"1890","http://pogoda.interia.pl"
"1891","http://www.poczta.fm/kartkifm/"
"1892","http://wiadomosci.interia.pl"
"1893","http://biznes.interia.pl"
"1894","http://motoryzacja.interia.pl"
"1895","http://kobieta.interia.pl"
"1896","http://komputery.interia.pl"
"1897","http://gry.interia.pl"
"1898","http://turystyka.interia.pl"
"1899","http://rozrywka.interia.pl"
"1900","http://katalog.interia.pl"
"1901","/l/z"
"1902","pomoc2.html"
"1903","index.html"
"1904","kategorie.html?kl=21"
"1905","tresc.html?kk=1226&kl=21"
"1906","tresc.html?kk=1231&kl=21"
"1907","tresc.html?kk=1227&kl=21"
"1908","tresc.html?kk=1232&kl=21"
"1909","tresc.html?kk=1228&kl=21"
"1910","tresc.html?kk=1233&kl=21"
"1911","tresc.html?kk=1229&kl=21"
"1912","tresc.html?kk=1234&kl=21"
"1913","tresc.html?kk=1230&kl=21"
"1914","http://www.ceti.pl/alchemia/"
"1915","http://www.cadcamforum.pl"
"1916","http://bikb.kabatnet.waw.pl/"
"1917","http://www.einternet.net2000.pl/"
"1918","http://www.kki.net.pl/~romazur/"
"1919","http://www.labodrog.infocentrum.com/"
"1920","http://www.creationism.org.pl./"
"1921","http://www.proszynski.com.pl/WiedzaiZycie/"
"1922","http://biznes.interia.pl/main/info.html?nid=6345"
"1923","http://biznes.interia.pl/main/info.html?nid=6331"
"1924","http://motoryzacja.interia.pl/id/targi/bangkok"
"1925","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1926","http://kobieta.interia.pl/id/chwila/chinski"
"1927","http://kobieta.interia.pl/id/dom/mieszkanie"
"1928","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1929","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1930","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1931","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1932","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1933","http://rozrywka.interia.pl/id/crans/index"
"1934","http://komputery.interia.pl/id/gt/www/gt1"
"1935","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1936","http://pogoda.interia.pl"
"1937","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1938","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1939","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1940","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1941","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1942","http://www.poczta.fm/kartkifm/"
"1943","http://turystyka.interia.pl/id/bazy/bot1"
"1944","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1945","http://motoryzacja.interia.pl/id/motoporadnik"
"1946","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1947","http://www.interia.pl/wap/"
"1948","http://tv.interia.pl"
"1949","http://www.interia.pl/onas/?txt=info"
"1950","http://www.interia.pl/onas/?txt=kontakt"
"1951","http://www.interia.pl/onas/?txt=reklama"
"1952","http://www.interia.pl/onas/?txt=prasa"
"1953","http://www.interia.pl/onas/?txt=praca"
"1954","http://www.interia.pl/onas/?txt=prawa"
"1955","http://tv.interia.pl"
"1956","http://www.interia.pl/onas/?txt=opinie"
"1957","http://ad.interia.pl/go/?id=332&str=9&msc=1&podstr=main&go=http://www.royalpbk.com"
"1958","http://pogoda.interia.pl"
"1959","http://www.poczta.fm/kartkifm/"
"1960","http://wiadomosci.interia.pl"
"1961","http://biznes.interia.pl"
"1962","http://motoryzacja.interia.pl"
"1963","http://kobieta.interia.pl"
"1964","http://komputery.interia.pl"
"1965","http://gry.interia.pl"
"1966","http://turystyka.interia.pl"
"1967","http://rozrywka.interia.pl"
"1968","http://katalog.interia.pl"
"1969","/l/z"
"1970","pomoc2.html"
"1971","index.html"
"1972","kategorie.html?kl=18"
"1973","tresc.html?kl=18&kk=808"
"1974","http://biznes.interia.pl/"
"1975","http://www.abnamro.pl/"
"1976","http://www.amerbank.com.pl/"
"1977","http://www.bbr.com.pl/"
"1978","http://www.ba-ca.pl/"
"1979","http://www.bcz.com.pl/"
"1980","http://wazny.bcz.com.pl/"
"1981","http://www.tg.com.pl/bgz/"
"1982","http://www.bgzsa.olsztyn.pl/"
"1983","http://www.workjoy.com.pl/pmap_gos/bgz/"
"1984","url.html?kl=18&kp=871&kk=871&nr_paczki=2&nr_strony=0"
"1985","url.html?kl=18&kp=871&kk=871&nr_paczki=3&nr_strony=0"
"1986","url.html?kl=18&kp=871&kk=871&nr_paczki=4&nr_strony=0"
"1987","url.html?kl=18&kp=871&kk=871&nr_paczki=5&nr_strony=0"
"1988","url.html?kl=18&kp=871&kk=871&nr_paczki=6&nr_strony=0"
"1989","url.html?kl=18&kp=871&kk=871&nr_paczki=7&nr_strony=0"
"1990","url.html?kl=18&kp=871&kk=871&nr_paczki=8&nr_strony=0"
"1991","url.html?kl=18&kp=871&kk=871&nr_paczki=9&nr_strony=0"
"1992","url.html?kl=18&kp=871&kk=871&nr_paczki=10&nr_strony=0"
"1993","http://biznes.interia.pl/main/info.html?nid=6335"
"1994","http://biznes.interia.pl/main/info.html?nid=6331"
"1995","http://motoryzacja.interia.pl/id/targi/bangkok"
"1996","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1997","http://kobieta.interia.pl/id/chwila/chinski"
"1998","http://kobieta.interia.pl/id/dom/mieszkanie"
"1999","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"2000","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"2001","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"2002","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"2003","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"2004","http://rozrywka.interia.pl/id/crans/index"
"2005","http://komputery.interia.pl/id/gt/www/gt1"
"2006","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"2007","http://pogoda.interia.pl"
"2008","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"2009","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"2010","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"2011","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"2012","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"2013","http://www.poczta.fm/kartkifm/"
"2014","http://turystyka.interia.pl/id/bazy/bot1"
"2015","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"2016","http://motoryzacja.interia.pl/id/motoporadnik"
"2017","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"2018","http://www.interia.pl/wap/"
"2019","http://tv.interia.pl"
"2020","http://www.interia.pl/onas/?txt=info"
"2021","http://www.interia.pl/onas/?txt=kontakt"
"2022","http://www.interia.pl/onas/?txt=reklama"
"2023","http://www.interia.pl/onas/?txt=prasa"
"2024","http://www.interia.pl/onas/?txt=praca"
"2025","http://www.interia.pl/onas/?txt=prawa"
"2026","http://tv.interia.pl"
"2027","http://www.interia.pl/onas/?txt=opinie"
"2028","http://ad.interia.pl/go/?id=121&str=9&msc=1&podstr=main&go=http://motoryzacja.interia.pl/id/g_gielda"
"2029","http://pogoda.interia.pl"
"2030","http://www.poczta.fm/kartkifm/"
"2031","http://wiadomosci.interia.pl"
"2032","http://biznes.interia.pl"
